date,sentiment_mean,sentiment_volatility,tweet_volume,StringencyIndex_Average,daily_new_cases,daily_new_deaths,C1_School_closing,C2_Workplace_closing,C4_Restrictions_gatherings,C6_Stay_at_home,C7_Internal_movement,C8_International_travel,H6_Facial_coverings
2021-01-28,0.021793754414409096,-0.0018191042015127667,-246985.0,0.0,2541.0,-32.33333333331393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-29,0.007572699008711409,0.014404933891521976,50871.0,0.0,-532.5,-49.833333333343035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-30,-0.02047234582642611,0.0003122333669772215,-118585.0,0.0,-3252.333333333023,-146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-31,-0.003504920086674794,-0.024820904928350013,-32032.0,2.623333333333335,-6781.833333333954,-171.66666666667152,0.0,0.33333333333333304,0.0,0.3333333333333335,0.0,0.0,0.16666666666666696
2021-02-01,0.006830197284166693,0.009814055868859112,87632.0,1.2349999999999994,1888.5000000009313,-22.0,0.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-02,-0.011770282316054197,0.0023486662544863757,159940.0,0.0,-1784.3333333339542,297.00000000001455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-03,0.015287940636589302,0.009723027418529595,-201320.0,-0.61666666666666,1576.6666666660494,64.33333333331393,-0.16666666666666696,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-04,-0.003878914073958503,-0.005567263363802477,-339040.0,0.0,389.6666666679048,-21.499999999985448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-05,0.0045079202122296075,-0.005618384657991082,-79935.0,-2.4683333333333337,662.3333333320952,-46.16666666667152,0.0,-0.16666666666666652,-0.16666666666666652,-0.3333333333333335,0.0,0.0,0.0
2021-02-06,-0.016154279418819903,0.008151186130787191,-264416.0,0.0,-2700.6666666660494,-167.33333333332848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-07,-0.0036812825234331034,0.006226666725704266,246367.0,0.0,-4948.0,-227.33333333334303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,0.022512680156610808,-0.011151706355820856,153404.0,-1.2349999999999994,-1168.6666666660458,0.8333333333430346,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-09,-0.0034428258318754124,-0.0003255251652293234,-74927.0,0.0,1669.9999999990687,264.66666666665697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-10,-0.002828551079742697,0.005682434522451596,109473.0,0.0,283.0,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-11,-0.007785239147420395,-0.001996330203466068,-170431.0,0.0,1761.666666666977,-40.166666666656965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-12,0.014283914251703902,0.002676682534546393,73945.0,2.4683333333333337,-825.8333333330229,-67.5,0.0,0.16666666666666652,0.16666666666666652,0.3333333333333335,0.0,0.0,0.16666666666666652
2021-02-13,-0.018722954417158703,-0.006834121372661928,-560701.0,0.0,-1946.5,-98.50000000001455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-14,0.013010083436084903,0.010141019671777718,-135533.0,0.0,-4182.333333333952,-188.83333333331393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,-0.006303251751689901,-0.01050086847914472,587822.0,7.9483333333333235,-2250.5,-41.00000000001455,0.6666666666666665,0.3333333333333335,0.666666666666667,0.0,0.33333333333333326,0.0,0.0
2021-02-16,-0.004499530003389603,0.011102402227415598,76119.0,-0.46333333333332405,1083.0000000009295,121.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-17,-0.018782728050896404,-0.005240431506094989,119365.0,0.0,1677.4999999990705,114.50000000001455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
