date,sentiment_mean,sentiment_volatility,tweet_volume,StringencyIndex_Average,vol_smooth,str_smooth
2021-08-02,0.053541045614254,0.2654764448839628,3151448.0,51.42857142857143,0.2583830962009596,51.449387755102045
2021-08-03,0.058161210280384,0.25255295554794,3167497.0,50.88857142857143,0.2578813646509099,51.365102040816325
2021-08-04,0.0502680802328262,0.2602607490328719,3449161.0,50.88,0.258776914535961,51.28142857142857
2021-08-05,0.0466413750066429,0.2555763456425465,3525523.0,50.87285714285714,0.25943398847862786,51.19816326530612
2021-08-06,0.0550707467800791,0.2562223186433409,3171987.0,51.18714285714286,0.25929695052731117,51.16122448979592
2021-08-07,0.0374651243777859,0.2799989885233188,2919025.0,51.182857142857145,0.2610462717505603,51.12469387755102
2021-08-08,0.055590176010741,0.2661847369103976,2876574.0,51.17857142857143,0.2623246484549112,51.088367346938774
2021-08-09,0.0499864066950257,0.262646407025818,3338338.0,50.93,0.2619203573323191,51.01714285714286
2021-08-10,0.0587737961876149,0.2700831899831595,3279238.0,51.32,0.26442467653735047,51.07877551020408
2021-08-11,0.0422409814196402,0.2757727684894872,3342272.0,51.31142857142857,0.2666406793168669,51.140408163265306
2021-08-12,0.0375866287132143,0.2707916146866174,3385156.0,51.83428571428572,0.26881428918030564,51.27775510204082
2021-08-13,0.0427460918971134,0.2621196613386866,3053259.0,52.205714285714286,0.26965676670821215,51.42326530612245
2021-08-14,0.0474322989481101,0.2635222781151816,2544446.0,52.20142857142857,0.2673029509356211,51.56877551020408
2021-08-15,0.0441659630613543,0.2594155012323822,2100263.0,51.49571428571429,0.2663359172673332,51.61408163265306
2021-08-16,0.0492251048212513,0.2571009164159383,2184974.0,51.73857142857143,0.2655437043230647,51.7295918367347
2021-08-17,0.0623164954654326,0.2586762563790718,2816241.0,62.30857142857143,0.2639141423796236,53.299387755102046
2021-08-18,0.0613636687253375,0.2524384004260961,2953666.0,62.3,0.26058066122771056,54.8691836734694
2021-08-19,0.0493154394953247,0.2593267629991895,2957709.0,62.292857142857144,0.25894282527236373,56.36326530612246
2021-08-20,0.0464197759947526,0.2536047306686963,2922324.0,62.28142857142858,0.2577264066052223,57.80265306122449
2021-08-21,0.0387388389907032,0.2627184458209646,3337045.0,62.277142857142856,0.25761157342033414,59.24204081632653
2021-08-22,0.048239261464044,0.2708066609095115,1958737.0,62.269999999999996,0.2592388819456383,60.781224489795925
2021-08-23,0.0612178666811216,0.2598003296638574,3258977.0,62.26,0.25962451240962675,62.284285714285716
2021-08-24,0.0567120505090253,0.2528209087020714,3096587.0,62.68,0.2587880341700553,62.33734693877551
2021-08-25,0.055404211069016,0.2533721194438464,3008014.0,63.19714285714286,0.25892142260116247,62.465510204081625
2021-08-26,0.05713909836701,0.261013860609478,2724974.0,63.712857142857146,0.25916243654548937,62.66836734693878
2021-08-27,0.0568031168467306,0.2591337375225124,2817496.0,63.70428571428572,0.2599522946674631,62.871632653061226
2021-08-28,0.0624780764574735,0.2706083269863092,2493586.0,63.69857142857143,0.26107942054822664,63.07469387755102
2021-08-29,0.054689976533091,0.2576594594402314,2335182.0,63.69,0.25920124890975804,63.27755102040816
2021-08-30,0.0534995514656568,0.2565058069547324,2656139.0,63.93714285714286,0.25873060280845445,63.51714285714286
2021-08-31,0.0616925257313886,0.2632260330074215,2444480.0,63.92857142857143,0.2602170491377902,63.69551020408163
2021-09-01,0.0562773241336728,0.2670331471048481,2763624.0,63.61571428571428,0.26216862451793327,63.755306122448985
2021-09-02,0.0406199711515145,0.2737400541252223,2938858.0,63.87285714285714,0.2639866521630396,63.77816326530613
2021-09-03,0.0545723048939559,0.2630661321259356,2405033.0,63.86571428571428,0.2645484228206715,63.80122448979591
2021-09-04,0.0469290688159219,0.275536902071356,2234971.0,63.861428571428576,0.26525250497567815,63.824489795918375
2021-09-05,0.0504358816739276,0.2620676027745101,2240358.0,63.855714285714285,0.265882239737718,63.84816326530613
2021-09-06,0.061628244930235,0.2603844468054649,2147731.0,63.85285714285715,0.2664363311449655,63.836122448979594
2021-09-07,0.0583466368562213,0.2530449355884253,2618317.0,61.12714285714286,0.2649818886565375,63.435918367346936
2021-09-08,0.0594723284496817,0.2633914515263489,2420003.0,60.324285714285715,0.2644616464310376,62.965714285714284
2021-09-09,0.0566036201337556,0.2615722599560264,3199346.0,59.917142857142856,0.2627233901211524,62.40061224489796
2021-09-10,0.059856483127066,0.2676443756292905,3674509.0,59.51428571428572,0.263377424907346,61.77897959183674
2021-09-11,0.0600378237766758,0.2530664862341761,2437246.0,59.505714285714284,0.26016736550203456,61.156734693877546
2021-09-12,0.0635968878855729,0.2642934087819105,2273389.0,59.49857142857143,0.26048533778880606,60.534285714285716
2021-09-13,0.0588255058037616,0.2691315120253542,3116987.0,59.49,0.26173491853450453,59.91102040816327
2021-09-14,0.0599557255217977,0.2565682524959998,2904091.0,60.01285714285715,0.2622382495213009,59.751836734693875
2021-09-15,0.0556007203695877,0.2621428401195834,2627401.0,60.00428571428572,0.26205987646319157,59.7061224489796
2021-09-16,0.0462267346734117,0.2585501729237845,2717695.0,59.99285714285714,0.2616281497442999,59.71693877551021
2021-09-17,0.0461682788293029,0.2656310410146469,2706436.0,59.98428571428571,0.2613405305136365,59.78408163265306
2021-09-18,0.0487191902387991,0.2500194083470943,2241235.0,59.707142857142856,0.2609052336726248,59.81285714285714
2021-09-19,0.041946759546251,0.2655639792008074,2290977.0,59.69857142857143,0.2610867437324672,59.84142857142857
2021-09-20,0.0754447210599621,0.2703029486684948,2790068.0,59.55714285714286,0.2612540918243444,59.851020408163265
2021-09-21,0.0606629436851256,0.2648253348170339,2241524.0,59.548571428571435,0.2624336750130636,59.78469387755102
2021-09-22,0.0609334369718631,0.2693227674903083,2323202.0,59.541428571428575,0.2634593789231672,59.71857142857142
2021-09-23,0.0568920161630497,0.2646324904519247,2241688.0,59.53142857142858,0.2643282814271872,59.65265306122449
2021-09-24,0.0654614368420629,0.2647557007839813,2059018.0,59.519999999999996,0.2642032328228064,59.58632653061225
2021-09-25,0.0526796440891816,0.2632533173262525,1647906.0,59.51571428571429,0.2660937912484004,59.55897959183674
2021-09-26,0.0579041029804563,0.2610636657219504,1604295.0,59.51,0.26545088932284944,59.53204081632653
2021-09-27,0.0543818675901467,0.2617207567703749,2365010.0,59.5,0.26422486190883226,59.523877551020405
2021-09-28,0.0522824618908911,0.2558328271405951,2381940.0,59.49285714285714,0.26294021795505534,59.515918367346934
2021-09-29,0.0513528956510953,0.2545105634538248,2343125.0,59.487142857142864,0.26082418880698627,59.50816326530612
2021-09-30,0.0450188318133633,0.2501782657086557,2038891.0,59.478571428571435,0.2587592995579478,59.500612244897965
2021-10-01,0.0545391831876566,0.2593801435817794,1908122.0,59.29571428571428,0.2579913628147761,59.46857142857143
2021-10-02,0.0500794462737463,0.2650569874028179,2108962.0,59.28857142857142,0.2582490299685712,59.43612244897959
2021-10-03,0.0545316144196779,0.2578820484831134,1739268.0,59.28285714285715,0.2577945132201659,59.403673469387755
