date,sentiment_mean,sentiment_volatility,tweet_volume,StringencyIndex_Average,ConfirmedCases,ConfirmedDeaths,C1_School_closing,C2_Workplace_closing,C4_Restrictions_gatherings,C6_Stay_at_home,C7_Internal_movement,C8_International_travel,H6_Facial_coverings,daily_new_cases,daily_new_deaths
2020-03-29,0.0674948354133031,0.295203456595616,1141210.0,79.94166666666666,31433.166666666668,1222.1666666666667,3.0,2.8333333333333335,4.0,1.8333333333333333,2.0,2.5,0.16666666666666666,3421.166666666668,194.83333333333348
2020-03-30,0.0660991218074219,0.2773595176933755,792417.0,79.94166666666666,36167.5,1463.1666666666667,3.0,2.8333333333333335,4.0,1.8333333333333333,2.0,2.5,0.16666666666666666,4734.333333333332,241.0
2020-03-31,0.0481977261137066,0.2586796171119321,1029294.0,79.94166666666666,41619.166666666664,1790.3333333333333,3.0,2.8333333333333335,4.0,1.8333333333333333,2.0,2.5,0.16666666666666666,5451.666666666664,327.1666666666665
2020-04-01,0.0282665469113195,0.2771261626374411,920076.0,80.25,48723.5,2223.6666666666665,3.0,2.8333333333333335,4.0,1.8333333333333333,2.0,2.5,0.16666666666666666,7104.333333333336,433.33333333333326
2020-04-02,0.0505944914390986,0.2650292992945589,826271.0,80.55833333333334,55325.0,2662.5,3.0,2.8333333333333335,4.0,2.0,2.0,2.5,0.16666666666666666,6601.5,438.8333333333335
2020-04-03,0.0488356156001486,0.2660495427494007,612512.0,80.55833333333334,61892.166666666664,3090.6666666666665,3.0,2.8333333333333335,4.0,2.0,2.0,2.5,0.16666666666666666,6567.166666666664,428.1666666666665
2020-04-04,0.0505468213437746,0.280815623208665,685560.0,80.25,68175.33333333333,3568.8333333333335,3.0,2.8333333333333335,4.0,2.0,2.0,2.5,0.6666666666666666,6283.166666666664,478.16666666666697
2020-04-05,0.0404892277144329,0.2849232676868479,717301.0,80.25,73871.33333333333,4059.8333333333335,3.0,2.8333333333333335,4.0,2.0,2.0,2.5,0.6666666666666666,5696.0,491.0
2020-04-06,0.0316888152914312,0.2939136132276066,722921.0,81.175,80424.0,4563.333333333333,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,6552.6666666666715,503.49999999999955
2020-04-07,0.0466876540080149,0.2838085008618418,554012.0,81.175,86670.83333333333,5233.0,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,6246.8333333333285,669.666666666667
2020-04-08,0.0600049728206519,0.2534385408562079,589679.0,81.175,93027.33333333333,5855.0,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,6356.5,622.0
2020-04-09,0.0534897013635607,0.2712616560147931,517718.0,81.175,100174.83333333333,6482.166666666667,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,7147.5,627.166666666667
2020-04-10,0.0577824000338189,0.2829057962315224,601199.0,81.175,107059.16666666667,7091.166666666667,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,6884.333333333343,609.0
2020-04-11,0.0576768184345986,0.281799635244273,497655.0,81.175,112875.0,7695.0,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,5815.8333333333285,603.833333333333
2020-04-12,0.0485414451250549,0.289012163731052,477182.0,81.175,118117.0,8260.833333333334,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,5242.0,565.8333333333339
2020-04-13,0.0400938841637292,0.2597013727690284,288277.0,81.175,123828.66666666667,8826.666666666666,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,5711.6666666666715,565.8333333333321
2020-04-14,0.0437449416566272,0.2623155820436613,515739.0,81.175,129735.16666666667,9478.833333333334,3.0,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,5906.5,652.1666666666679
2020-04-15,0.0306122952451421,0.2649670607168792,427088.0,80.55666666666666,135449.83333333334,10161.0,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,5714.6666666666715,682.1666666666661
2020-04-16,0.0424331623821701,0.2685027943407473,433368.0,80.55666666666666,141701.0,10775.5,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,6251.166666666657,614.5
2020-04-17,0.0509915542420637,0.2700922728183457,392847.0,80.55666666666666,148538.5,11370.5,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,6837.5,595.0
2020-04-18,0.0640720509495887,0.2670703464061053,2671818.0,80.55666666666666,154276.5,11922.666666666666,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,5738.0,552.1666666666661
2020-04-19,0.0564776328053316,0.2626806325928798,2393006.0,80.55666666666666,159464.33333333334,12473.333333333334,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.6666666666666666,5187.833333333343,550.6666666666679
2020-04-20,0.0568891245917294,0.2654009985747562,2227579.0,80.55666666666666,165737.0,13084.333333333334,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.8333333333333334,6272.666666666657,611.0
2020-04-21,0.0579660764937847,0.2586935486668787,2211689.0,80.55666666666666,171189.0,13707.666666666666,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.8333333333333334,5452.0,623.3333333333321
2020-04-22,0.0595826173153181,0.2608269671378021,2265189.0,80.55666666666666,177513.5,14336.166666666666,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.8333333333333334,6324.5,628.5
2020-04-23,0.0585170883727268,0.2663010601735788,2201138.0,80.55666666666666,184177.0,14949.166666666666,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.8333333333333334,6663.5,613.0
2020-04-24,0.0562421251408842,0.2666433790086428,2338713.0,80.55666666666666,190627.16666666666,15526.833333333334,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.8333333333333334,6450.166666666657,577.6666666666679
2020-04-25,0.0467576625664936,0.2623786124419973,1981835.0,80.55666666666666,196687.0,16008.333333333334,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.8333333333333334,6059.833333333343,481.5
2020-04-26,0.0537261313097559,0.2618834015086032,2348827.0,80.55666666666666,201903.0,16420.666666666668,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.8333333333333334,5216.0,412.33333333333394
2020-04-27,0.0581828134198368,0.2511933561981639,2212216.0,80.55666666666666,207144.16666666666,16845.0,2.8333333333333335,2.8333333333333335,4.0,2.0,2.0,2.8333333333333335,0.8333333333333334,5241.166666666657,424.3333333333321
2020-04-28,0.0527458562833536,0.2591445465771085,2118853.0,79.01333333333334,212327.83333333334,17395.833333333332,2.8333333333333335,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,5183.666666666686,550.8333333333321
2020-04-29,0.059621287838088,0.260682987039253,2390703.0,78.395,218047.66666666666,17967.833333333332,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,5719.833333333314,572.0
2020-04-30,0.071290839554384,0.2622836472260971,2184439.0,78.395,224127.33333333334,18505.5,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,6079.666666666686,537.6666666666679
2020-05-01,0.069174808696698,0.2536100033688973,2223013.0,78.395,231060.5,18985.5,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,6933.166666666657,480.0
2020-05-02,0.062953551722836,0.2558790910321,2216553.0,78.395,236325.5,19431.5,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,5265.0,446.0
2020-05-03,0.0604881069388709,0.265070060745475,2266373.0,78.395,241018.16666666666,19769.5,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,4692.666666666657,338.0
2020-05-04,0.0593090359445948,0.2538801365933308,2227489.0,78.395,245867.33333333334,20147.666666666668,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,4849.166666666686,378.1666666666679
2020-05-05,0.0631850118048219,0.2609038239731928,2218774.0,78.395,250767.5,20650.0,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,4900.166666666657,502.3333333333321
2020-05-06,0.0551724018684284,0.26995017957678,2164251.0,78.395,255768.33333333334,21175.5,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,5000.833333333343,525.5
2020-05-07,0.0573937781122584,0.2624686993326602,2203686.0,78.395,261335.83333333334,21627.166666666668,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,5567.5,451.6666666666679
2020-05-08,0.0667932219408026,0.2741059217344991,2250019.0,78.395,266605.6666666667,22047.833333333332,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,5269.833333333343,420.66666666666424
2020-05-09,0.0556852653729367,0.2647098703756689,2273705.0,78.395,271236.5,22412.666666666668,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,4630.833333333314,364.83333333333576
2020-05-10,0.0545794763566238,0.26084173032309,2208264.0,78.395,274954.8333333333,22685.333333333332,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,3718.333333333314,272.66666666666424
2020-05-11,0.0575157981531379,0.2501648893406565,2216845.0,77.77833333333332,278953.1666666667,22951.166666666668,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,3998.333333333372,265.83333333333576
2020-05-12,0.0513975206884271,0.2576444158474414,2264472.0,77.77833333333332,283620.0,23316.833333333332,2.6666666666666665,2.6666666666666665,4.0,2.0,2.0,2.8333333333333335,1.0,4666.833333333314,365.66666666666424
2020-05-13,0.0560938778740102,0.2580643076580932,2339709.0,76.69833333333334,287735.6666666667,23695.166666666668,2.6666666666666665,2.6666666666666665,4.0,1.8333333333333333,2.0,2.8333333333333335,1.0,4115.666666666686,378.33333333333576
2020-05-14,0.0602606576885739,0.2648614392428368,2096878.0,69.445,292744.5,24089.0,2.5,2.3333333333333335,3.8333333333333335,1.5,1.6666666666666667,2.8333333333333335,1.0,5008.833333333314,393.8333333333321
2020-05-15,0.059555257164155,0.2570646912886917,2214205.0,68.82833333333333,297466.5,24452.5,2.5,2.1666666666666665,3.8333333333333335,1.3333333333333333,1.6666666666666667,2.8333333333333335,1.0,4722.0,363.5
2020-05-16,0.0533106780590894,0.2648485490551107,3389090.0,68.59666666666666,301998.1666666667,24738.833333333332,2.5,2.1666666666666665,3.8333333333333335,1.3333333333333333,1.6666666666666667,2.8333333333333335,1.0,4531.666666666686,286.3333333333321
2020-05-17,0.0514897222369671,0.2556998643063922,3530933.0,68.59666666666666,305623.3333333333,24954.666666666668,2.5,2.1666666666666665,3.8333333333333335,1.3333333333333333,1.6666666666666667,2.8333333333333335,1.0,3625.166666666628,215.83333333333576
2020-05-18,0.0591068641430643,0.2630419625811166,3899631.0,67.825,309981.0,25242.666666666668,2.5,2.0,3.8333333333333335,1.1666666666666667,1.6666666666666667,2.8333333333333335,1.0,4357.666666666686,288.0
2020-05-19,0.0588817342044422,0.2623769993136551,3767009.0,67.825,314124.3333333333,25557.833333333332,2.5,2.0,3.8333333333333335,1.1666666666666667,1.6666666666666667,2.8333333333333335,1.0,4143.333333333314,315.16666666666424
2020-05-20,0.0521845065359332,0.2622915470800941,3790455.0,67.825,318603.3333333333,25883.0,2.5,2.0,3.8333333333333335,1.1666666666666667,1.6666666666666667,2.8333333333333335,1.0,4479.0,325.1666666666679
2020-05-21,0.0593528968035084,0.2594920737702645,3582020.0,67.825,323413.3333333333,26155.833333333332,2.5,2.0,3.8333333333333335,1.1666666666666667,1.6666666666666667,2.8333333333333335,1.0,4810.0,272.8333333333321
2020-05-22,0.0666552672423729,0.257061243610756,3461470.0,67.825,327940.1666666667,26425.166666666668,2.5,2.0,3.8333333333333335,1.1666666666666667,1.6666666666666667,2.8333333333333335,1.0,4526.833333333372,269.33333333333576
2020-05-23,0.0524940265486631,0.261882025146712,3477564.0,67.825,331679.0,26670.0,2.5,2.0,3.8333333333333335,1.1666666666666667,1.6666666666666667,2.8333333333333335,1.0,3738.833333333314,244.83333333333212
2020-05-24,0.0630406695980266,0.2803854347619776,3656446.0,67.515,335425.5,26838.5,2.5,2.0,3.8333333333333335,1.0,1.6666666666666667,2.8333333333333335,1.0,3746.5,168.5
2020-05-25,0.0746332750158795,0.2813700599172762,3474952.0,67.20666666666666,339063.5,27000.333333333332,2.5,2.0,3.8333333333333335,1.0,1.6666666666666667,2.8333333333333335,1.0,3638.0,161.83333333333212
2020-05-26,0.081773259005692,0.285008628454756,3422960.0,67.20666666666666,342590.6666666667,27175.666666666668,2.5,2.0,3.8333333333333335,1.0,1.6666666666666667,2.8333333333333335,1.0,3527.166666666686,175.33333333333576
2020-05-27,0.0666337189291786,0.2695318187622583,3480999.0,67.20666666666666,346185.8333333333,27483.5,2.5,2.0,3.8333333333333335,1.0,1.6666666666666667,2.8333333333333335,1.0,3595.166666666628,307.8333333333321
2020-05-28,0.044772736182651,0.2797281388151854,3446008.0,67.20666666666666,350136.3333333333,27729.833333333332,2.5,2.0,3.8333333333333335,1.0,1.6666666666666667,2.8333333333333335,1.0,3950.5,246.33333333333212
2020-05-29,0.0390002370172312,0.2484044999084911,3492841.0,66.12666666666667,354697.0,27974.666666666668,2.5,1.8333333333333333,3.6666666666666665,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,4560.666666666686,244.83333333333576
2020-05-30,0.0272538013957505,0.2406743713623256,3098817.0,66.12666666666667,358803.5,28179.5,2.5,1.8333333333333333,3.6666666666666665,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,4106.5,204.83333333333212
2020-05-31,0.0390013223572239,0.2487977352378569,3234848.0,66.12666666666667,362242.5,28325.0,2.5,1.8333333333333333,3.6666666666666665,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,3439.0,145.5
2020-06-01,0.0339059287650518,0.2510643431901656,3206132.0,65.58666666666666,365602.1666666667,28493.333333333332,2.5,1.8333333333333333,3.5,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,3359.666666666686,168.33333333333212
2020-06-02,0.0376082682130128,0.248863704214943,3206417.0,65.58666666666666,369279.1666666667,28705.166666666668,2.5,1.8333333333333333,3.5,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,3677.0,211.83333333333576
2020-06-03,0.0449899938395466,0.2495945531887949,3256225.0,65.58666666666666,372800.5,28915.166666666668,2.5,1.8333333333333333,3.5,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,3521.333333333314,210.0
2020-06-04,0.0498096047329751,0.2355905892565734,2205123.0,65.58666666666666,377728.0,29123.666666666668,2.5,1.8333333333333333,3.5,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,4927.5,208.5
2020-06-05,0.0436763851290922,0.2554526596191334,3381184.0,63.73499999999999,382367.8333333333,29307.833333333332,2.5,1.8333333333333333,3.5,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,4639.833333333314,184.16666666666424
2020-06-06,0.0348520063711196,0.249437381415583,3194500.0,63.73499999999999,385950.3333333333,29450.666666666668,2.5,1.8333333333333333,3.5,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,3582.5,142.83333333333576
2020-06-07,0.024028773875325,0.2895718961619334,2768780.0,63.73499999999999,389110.6666666667,29561.5,2.5,1.8333333333333333,3.5,0.8333333333333334,1.6666666666666667,2.8333333333333335,1.0,3160.333333333372,110.83333333333212
2020-06-08,0.0663138913372506,0.2672624147531641,3032227.0,62.19166666666666,392186.8333333333,29680.333333333332,2.3333333333333335,1.8333333333333333,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,3076.166666666628,118.83333333333212
2020-06-09,0.0582298034315155,0.2520378195215741,2984970.0,61.88333333333333,395841.1666666667,29862.0,2.1666666666666665,1.8333333333333333,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,3654.333333333372,181.66666666666788
2020-06-10,0.0517257801626348,0.2516703912196725,3068002.0,61.88333333333333,399748.6666666667,30038.0,2.1666666666666665,1.8333333333333333,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,3907.5,176.0
2020-06-11,0.0552955377005657,0.2527598978379732,3261215.0,61.88333333333333,403703.1666666667,30199.5,2.1666666666666665,1.8333333333333333,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,3954.5,161.5
2020-06-12,0.0489547336415478,0.2700466668771503,3378901.0,60.26166666666666,408217.5,30364.333333333332,2.1666666666666665,1.8333333333333333,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,4514.333333333314,164.83333333333212
2020-06-13,0.0355414297492096,0.2672961732652473,3011103.0,60.26166666666666,412456.6666666667,30503.833333333332,2.1666666666666665,1.8333333333333333,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,4239.166666666686,139.5
2020-06-14,-0.0189595315037747,0.3247511948870304,3154328.0,60.26166666666666,415804.1666666667,30588.5,2.1666666666666665,1.8333333333333333,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,3347.5,84.66666666666788
2020-06-15,0.0392389600149474,0.2899328752474903,3837552.0,59.335,419559.1666666667,30677.166666666668,2.1666666666666665,1.6666666666666667,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,3755.0,88.66666666666788
2020-06-16,0.0550393604246392,0.2512373065869696,3889262.0,59.335,423909.1666666667,30830.0,2.1666666666666665,1.6666666666666667,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,4350.0,152.83333333333212
2020-06-17,0.0565337479539742,0.2560762097378355,3688348.0,59.335,428658.0,30974.666666666668,2.1666666666666665,1.6666666666666667,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,4748.833333333314,144.66666666666788
2020-06-18,0.0401666012508538,0.2495512004453701,3673328.0,59.335,433607.3333333333,31108.0,2.1666666666666665,1.6666666666666667,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,4949.333333333314,133.33333333333212
2020-06-19,0.0425749174389138,0.2525512681277182,3634172.0,59.335,439004.1666666667,31231.333333333332,2.1666666666666665,1.6666666666666667,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,5396.833333333372,123.33333333333212
2020-06-20,0.0359081678191782,0.2575732431327783,3610992.0,59.335,444488.3333333333,31345.666666666668,2.1666666666666665,1.6666666666666667,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,5484.166666666628,114.33333333333576
2020-06-21,0.0450258731891739,0.2731431665415266,3352643.0,59.335,448956.5,31415.666666666668,2.1666666666666665,1.6666666666666667,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.0,4468.166666666686,70.0
2020-06-22,0.049517876361873,0.2548453757930172,3730105.0,59.02666666666667,454166.5,31495.333333333332,2.1666666666666665,1.5,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.1666666666666667,5210.0,79.66666666666424
2020-06-23,0.0347575670202204,0.2564273591298739,3936238.0,59.335,460844.3333333333,31638.0,2.3333333333333335,1.5,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.1666666666666667,6677.833333333314,142.66666666666788
2020-06-24,0.0238047598180867,0.2651315443245942,3858387.0,59.335,467080.6666666667,31786.5,2.3333333333333335,1.5,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.1666666666666667,6236.333333333372,148.5
2020-06-25,0.0404877763194756,0.2623116957528089,3883506.0,59.335,473813.1666666667,31899.833333333332,2.3333333333333335,1.5,3.1666666666666665,0.8333333333333334,1.6666666666666667,3.1666666666666665,1.1666666666666667,6732.5,113.33333333333212
2020-06-26,0.0446503996234867,0.2695481182847764,3941476.0,54.705000000000005,482157.8333333333,32019.5,2.1666666666666665,1.3333333333333333,2.8333333333333335,0.6666666666666666,1.3333333333333333,3.1666666666666665,1.3333333333333333,8344.666666666628,119.66666666666788
2020-06-27,0.0389822137783891,0.2587395527286774,3816987.0,54.705000000000005,489154.5,32117.5,2.1666666666666665,1.3333333333333333,2.8333333333333335,0.6666666666666666,1.3333333333333333,3.1666666666666665,1.3333333333333333,6996.666666666686,98.0
2020-06-28,0.065345771657037,0.2841867517165346,3743358.0,54.705000000000005,496439.1666666667,32185.5,2.1666666666666665,1.3333333333333333,2.8333333333333335,0.6666666666666666,1.3333333333333333,3.1666666666666665,1.3333333333333333,7284.666666666686,68.0
2020-06-29,0.0487229897545525,0.2628466536857634,3880998.0,54.705000000000005,503524.3333333333,32261.333333333332,2.1666666666666665,1.3333333333333333,2.8333333333333335,0.6666666666666666,1.3333333333333333,3.1666666666666665,1.3333333333333333,7085.166666666628,75.83333333333212
2020-06-30,0.039884117123028,0.2566783809624706,3926862.0,54.705000000000005,512006.0,32369.333333333332,2.1666666666666665,1.3333333333333333,2.8333333333333335,0.6666666666666666,1.3333333333333333,3.1666666666666665,1.3333333333333333,8481.666666666686,108.0
2020-07-01,0.0488301656259399,0.2640827775965955,4365171.0,57.48333333333333,520289.1666666667,32497.333333333332,2.3333333333333335,1.5,2.8333333333333335,1.0,1.3333333333333333,3.1666666666666665,1.3333333333333333,8283.166666666686,128.0
2020-07-02,0.0515600164972503,0.2590092071774782,3563659.0,57.48333333333333,529541.5,32635.166666666668,2.3333333333333335,1.5,2.8333333333333335,1.0,1.3333333333333333,3.1666666666666665,1.3333333333333333,9252.333333333314,137.83333333333576
2020-07-03,0.078474868354534,0.2724209589244412,3446100.0,57.48333333333333,538321.6666666666,32757.166666666668,2.3333333333333335,1.5,2.8333333333333335,1.0,1.3333333333333333,3.1666666666666665,1.3333333333333333,8780.166666666628,122.0
2020-07-04,0.0471998816671094,0.282580295344408,4076176.0,57.251666666666665,546167.1666666666,32818.833333333336,2.3333333333333335,1.5,2.8333333333333335,1.0,1.3333333333333333,3.1666666666666665,1.3333333333333333,7845.5,61.66666666666788
2020-07-05,0.0315034996184214,0.2599230538199268,3827904.0,57.251666666666665,555297.5,32884.333333333336,2.3333333333333335,1.5,2.8333333333333335,1.0,1.3333333333333333,3.1666666666666665,1.3333333333333333,9130.333333333372,65.5
2020-07-06,0.020581081846692,0.2719844704065786,3991881.0,56.324999999999996,562716.5,32957.833333333336,2.3333333333333335,1.5,2.8333333333333335,1.0,1.1666666666666667,3.1666666666666665,1.3333333333333333,7419.0,73.5
2020-07-07,0.0404470182069206,0.258627841547975,4104245.0,56.324999999999996,572457.5,33157.166666666664,2.3333333333333335,1.5,2.8333333333333335,1.0,1.1666666666666667,3.1666666666666665,1.3333333333333333,9741.0,199.33333333332848
2020-07-08,0.0408510381351172,0.2656506828833327,4032945.0,57.405,582729.5,33307.666666666664,2.3333333333333335,1.5,3.0,1.1666666666666667,1.1666666666666667,3.1666666666666665,1.3333333333333333,10272.0,150.5
2020-07-09,0.0386653723820162,0.2554625241495901,3912560.0,57.096666666666664,592921.3333333334,33493.666666666664,2.3333333333333335,1.5,3.0,1.1666666666666667,1.1666666666666667,3.1666666666666665,1.3333333333333333,10191.833333333372,186.0
2020-07-10,0.0443976763138843,0.258049241901068,4024227.0,57.096666666666664,604519.0,33636.666666666664,2.3333333333333335,1.5,3.0,1.1666666666666667,1.1666666666666667,3.1666666666666665,1.3333333333333333,11597.666666666628,143.0
2020-07-11,0.0524220417364655,0.253752112065726,3746316.0,57.096666666666664,614813.6666666666,33772.5,2.3333333333333335,1.5,3.0,1.1666666666666667,1.1666666666666667,3.1666666666666665,1.3333333333333333,10294.666666666628,135.83333333333576
2020-07-12,0.0568486572969097,0.251005330737724,3902393.0,57.096666666666664,625027.6666666666,33856.0,2.3333333333333335,1.5,3.0,1.1666666666666667,1.1666666666666667,3.1666666666666665,1.3333333333333333,10214.0,83.5
2020-07-13,0.0634821726511128,0.2635283432209176,4045441.0,56.48,635190.8333333334,33940.166666666664,2.1666666666666665,1.5,3.0,1.1666666666666667,1.1666666666666667,3.1666666666666665,1.5,10163.166666666744,84.16666666666424
2020-07-14,0.0627207893675404,0.2485379792088441,4130726.0,56.48,646473.0,34099.0,2.1666666666666665,1.5,3.0,1.1666666666666667,1.1666666666666667,3.1666666666666665,1.5,11282.166666666628,158.83333333333576
2020-07-15,0.0436446104609018,0.253028531780994,4106648.0,56.48,657736.3333333334,34267.833333333336,2.1666666666666665,1.5,3.0,1.1666666666666667,1.1666666666666667,3.1666666666666665,1.5,11263.333333333372,168.83333333333576
2020-07-16,0.0290144068904684,0.2546767567367369,4083573.0,55.86333333333334,669792.3333333334,34434.0,2.1666666666666665,1.5,3.0,1.0,1.1666666666666667,3.1666666666666665,1.8333333333333333,12056.0,166.16666666666424
